"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"233","ALIT","Alight","1.59","0.63","0.01","8925","-36.1","75","3","D","C","D-","12","-79.24","13972","No"
"234","ALIZY","Allianz ADR","44.15","0.14","0.06","119","-46.1","90","69","B-","-","B-","-","-4.52","222","No"
"235","ALK","Alaska Air Group","49.66","3.91","1.87","3088","-5.5","51","24","A-","B","B-","46","-36.4","3268","No"
"236","ALKS","Alkermes","31.22","1.96","0.6","2897","31.7","59","51","A+","B","B-","72","-14.35","2211","No"
"237","ALKT","Alkami Technology","20.69","-4.12","-0.89","1237","-10.8","76","13","D+","B","D-","41","-44.02","1325","No"
"238","ALL","Allstate","195.47","-0.28","-0.55","1709","1.8","82","38","C-","B","E","53","-9.46","1679","No"
"239","ALLE","Allegion","163.49","1.16","1.87","841","-0.7","73","57","C-","A","C+","70","-9.51","809","No"
"240","ALLO","Allogene Therapeutics","1.61","-5.29","-0.09","5638","82.2","36","72","A+","E","B","55","-57.41","3095","No"
"241","ALLR","Allarity Therapeutics","1.18","-2.48","-0.03","59","-65.1","64","46","A+","-","C+","51","-49.79","170","No"
"242","ALLT","Allot","10.32","-4.62","-0.5","483","8.1","80","86","C-","C","B","87","-13.42","447","No"
"243","ALLY","Ally Financial","43.65","-0.5","-0.22","2814","-3.3","77","75","B+","D","B-","77","-7.66","2910","No"
"244","ALM","Almonty Industries","9","-0.33","-0.03","3148","28","33","92","A+","E","B+","80","-15.73","2459","No"
"245","ALMS","Alumis","24.17","-0.7","-0.17","2487","-20.9","59","99","A+","-","A+","96","-2.66","3145","No"
"246","ALMU","Aeluma","21.63","0.79","0.17","334","-6.2","46","96","A+","D","B","87","-16.43","356","No"
"247","ALNT","Allient","61.81","0.52","0.32","110","-36.7","96","96","A-","D","B+","96","-1.42","176","No"
"248","ALNY","Alnylam Pharmaceuticals","359.26","-2.07","-7.6","911","-33.1","42","62","A+","-","D","50","-27.5","1361","No"
"249","ALOR","ALSP Orchid Acqn I Cl A","10.88","0","0","0","0","49","74","C","-","C-","60","-5.96","-","No"
"250","ALOT","AstroNova","9.56","2.03","0.19","4","-76.8","76","22","B-","D","B-","39","-28.55","19","No"
"251","ALPMY","Astellas Pharma ADR","14.22","-1.93","-0.28","74","-23.3","89","89","A+","-","B","-","-2.87","97","No"
"252","ALPS","ALPS Group","1","3.63","0.04","247","-26.6","22","3","A-","D","E","11","-93.33","337","No"
"253","ALRM","Alarm.com Holdings","50.76","-0.8","-0.41","273","-30.8","81","22","C-","B","C-","48","-21.01","394","No"
"254","ALRS","Alerus Financial","24.15","0.71","0.17","193","101.5","83","79","B-","A","B","94","-1.11","96","No"
"255","ALSN","Allison Transmission","111.55","3.31","3.57","1092","9.9","75","81","B+","B","A+","88","-8.42","949","No"
"256","ALT","Altimmune","4.24","1.44","0.06","4553","0","35","23","A+","E","B","32","-45.15","4553","No"
"257","ALTG","Alta Equipment Cl A","6.31","2.1","0.13","260","8.3","6","53","C+","E","B-","23","-29.81","242","No"
"258","ALTI","AlTi Global","4.21","1.69","0.07","109","-24.7","71","62","B-","E","B-","62","-22.68","145","No"
"259","ALTO","Alto Ingredients","2.63","-3.31","-0.09","531","-75.6","33","98","B","E","B","61","-17.3","2178","No"
"260","ALTS","ALT5 Sigma","2.42","2.11","0.05","6883","66.4","14","9","D+","D","A-","20","-77.9","4137","No"
"261","ALUB","Alussa Engy Acqn II Cl A","9.98","0.4","0.04","1281","595","15","32","C-","-","-","26","0","184","No"
"262","ALUR","Allurion Technologies","1.89","7.69","0.14","87","-64.3","29","12","A-","-","A-","17","-88.76","246","No"
"263","ALV","Autoliv","129.58","0.88","1.13","669","17.5","94","79","B+","B","B-","90","-0.13","553","No"
"264","ALVO","Alvotech","4.95","-1","-0.05","207","-64.5","24","5","A+","-","D","16","-63.22","585","No"
"265","ALX","Alexander's","235.07","0.55","1.29","96","57.9","23","55","C-","C","B+","40","-9.88","60","No"
"266","ALXO","ALX Oncology","1.21","-9.02","-0.12","241","-9.1","35","88","A+","-","B","62","-46.7","266","No"
"267","ALZN","Alzamend Neuro","2.25","-0.88","-0.02","19","-73.2","61","7","A+","-","B","36","-79.59","74","No"
"268","AM","Antero Midstream","17.84","0.34","0.06","3247","27.7","85","44","C","A","D+","67","-9.99","2542","No"
"269","AMADY","Amadeus IT Group ADR","71.43","-0.52","-0.37","176","99.7","93","20","C","-","D-","-","-16.67","86","No"
"270","AMAL","Amalgamated Financial","34.79","2.93","0.99","129","-29.6","74","80","B-","A","A-","86","-6.63","184","No"
"271","AMAT","Applied Materials","319.08","5.69","17.19","11262","51.7","77","94","A+","A","B+","92","2.72","7424","No"
"272","AMBA","Ambarella","64.6","-0.31","-0.2","1244","19.3","81","23","B+","C","D-","49","-33.19","1044","No"
"273","AMBIQ","Ambipar Emergency Resp","0.12","-60.37","-0.18","7","139.2","29","1","D+","C","E","6","-98.02","5","No"
"274","AMBO","Ambow Education ADR","2.72","-4.06","-0.12","8","-57","72","44","D","C","B-","45","-59.7","18","No"
"275","AMBP","Ardagh Metal Packaging","4.39","0","0","1087","2.6","80","85","D-","D","B","72","-8.16","1060","No"
"276","AMBQ","Ambiq Micro","34.89","-0.94","-0.33","140","42.6","35","41","B+","E","B","37","-32.6","98","No"
"277","AMBR","Amber International ADR","2.62","-1.87","-0.05","94","-95.3","71","8","A","D","C","41","-79.98","2027","No"
"278","AMC","AMC Entertainment","1.6","3.23","0.05","36442","47.1","18","5","D+","-","D-","2","-60.78","24771","No"
"279","AMCI","AMC Robotics","7.12","-1.25","-0.09","127","-97.6","30","7","B","-","D-","4","-83.05","5302","No"
"280","AMCR","Amcor","44.16","0.14","0.06","4352","-67.7","67","27","C","A","B","56","322.58","13466","No"
"281","AMCX","AMC Networks A","8.4","0.12","0.01","255","-39.1","13","77","B","C","C","42","-20.75","419","No"
"282","AMD","Advanced Micro Devices","227.92","1.93","4.32","55270","39.3","80","93","B+","A","B-","91","-14.66","39681","No"
"283","AME","Ametek","215.02","1.85","3.9","1093","-17.2","86","80","A-","A","B","93","-0.16","1324","No"
"284","AMFC","AMB Financial","31","1.31","0.4","0","166.7","91","82","B","-","A-","-","1.31","0","No"
"285","AMG","Affiliated Managers","322.23","2.23","7.04","384","3","91","93","B-","A","A-","89","1.99","377","No"
"286","AMGN","Amgen","330.03","0.32","1.06","2592","-10.1","76","71","A+","A","B+","93","-4.72","2884","No"
"287","AMH","Amer Homes 4 Rent Cl A","31.72","0.76","0.24","5327","51.3","73","20","C-","C","D+","42","-19.68","3378","No"
"288","AMIX","Autonomix Medical","0.52","-1.81","-0.01","357","-96.5","42","2","B+","-","D-","11","-84.35","10336","No"
"289","AMKR","Amkor Technology","49.2","1.09","0.53","5760","57.6","30","97","A+","C","A","80","-8.09","3654","No"
"290","AMLX","Amylyx Pharmaceuticals","13.52","-3.91","-0.55","2364","51.1","38","97","A+","E","D","71","-20.28","1566","No"
"291","AMN","AMN Healthcare","19.46","-0.46","-0.09","4130","241.9","14","21","D-","C","B-","7","-36.18","1208","No"
"292","AMOD","Alpha Modus Holdings Cl A","0.7","2.25","0.02","718","-67.8","2","6","D+","-","B-","5","-88.45","2229","No"
"293","AMP","Ameriprise Financial","508.1","0.13","0.64","423","-31.1","92","44","C+","A","D","71","-12.71","588","No"
"294","AMPG","Amplitech Group","3.7","-1.33","-0.05","610","6.8","53","89","A+","D","C+","81","-24.34","572","No"
"295","AMPH","Amphastar Pharm","26","-6.34","-1.76","584","41.1","72","51","A+","B","D","67","-30.95","413","No"
"296","AMPL","Amplitude Cl A","10.22","-0.1","-0.01","1818","41","32","44","D","C","C+","35","-31.32","1291","No"
"297","AMPX","Amprius Technologies","10.15","-2.03","-0.21","8720","31.6","52","97","B","D","B-","70","-36.68","6624","No"
"298","AMPY","Amplify Energy","4.8","-3.42","-0.17","654","-17.9","5","82","D+","D","B","29","-26.72","797","No"
"299","AMR","Alpha Metallurgical Rscs","249.65","0.01","0.02","218","-19.5","5","94","A+","D","A+","75","-1.45","272","No"
"300","AMRC","Ameresco","31.32","2.22","0.68","468","-4.7","68","91","B","C","C-","67","-30.29","491","No"
"301","AMRN","Amarin ADR","14.9","-0.73","-0.11","74","-18.5","80","55","A+","E","D-","65","-28.71","91","No"
"302","AMRX","Amneal Pharmaceuticals","13.19","-0.45","-0.06","1328","-26.4","73","92","A","A","A","96","-2.19","1805","No"
"303","AMRZ","Amrize","54.52","-0.15","-0.08","2230","-49.9","49","57","B-","C","C-","53","-6.17","4259","No"
"304","AMS","Amer Shared Hospital","2.15","0.94","0.02","6","-44.4","24","15","A+","C","C-","31","-34.05","11","No"
"305","AMSC","American Superconductor","31.08","-0.54","-0.17","653","-35.8","34","19","A-","B","C-","38","-55.91","1018","No"
"306","AMSF","AMERISAFE","38.43","0.89","0.34","177","12.1","31","15","C-","C","C+","20","-27.86","150","No"
"307","AMST","Amesite","2.11","-0.47","-0.01","21","-90","49","10","E","D","D+","14","-55.86","218","No"
"308","AMT","American Tower REIT","181.55","2.29","4.07","3868","25.4","62","18","C-","A","C+","45","-22.52","3086","No"
"309","AMTB","Amerant Bancorp","21","2.59","0.53","190","-28.5","95","60","C-","B","B","81","-13.93","272","No"
"310","AMTD","AMTD IDEA Group ADR","1","-1.96","-0.02","17","-71.6","89","24","B-","A","C-","60","-39.39","59","No"
"311","AMTM","Amentum Holdings","34.58","-0.06","-0.02","1489","-35.9","81","92","B+","B","A-","96","-1","2323","No"
"312","AMTX","Aemetis","1.52","-3.18","-0.05","880","-1","26","7","B","-","C+","9","-58.47","889","No"
"313","AMTY","Amerityre","0.04","-0.75","0","1","-88","68","32","C+","-","B-","-","-20.6","8","No"
"314","AMWD","American Woodmark","63.32","3.01","1.85","114","-45.1","28","32","B-","D","B+","33","-24.37","198","No"
"315","AMWL","American Well","4.76","0.63","0.03","36","-71.3","43","9","E","E","B-","8","-63.24","126","No"
"316","AMX","America Movil ADR","19.89","-3.16","-0.65","4015","89.2","86","64","B-","C","D-","75","-16.01","2122","No"
"317","AMZE","Amaze Holdings","0.38","-2.39","-0.01","784","-96","7","1","A","D","B-","12","-98.05","19405","No"
"318","AMZN","Amazon.com","238.18","0.65","1.53","43003","6.3","72","71","A-","A","B-","91","-7.9","40464","No"
"319","AN","AutoNation","214.35","1.12","2.38","197","-46.7","93","62","C-","B","D+","71","-6.36","378","No"
"320","ANAB","AnaptysBio","46.31","-7.86","-3.95","480","-20.6","61","96","A+","D","A-","92","-11.74","605","No"
"321","ANCTF","Couche-Tard","52.64","-1.05","-0.56","150","-89.9","54","32","C","-","C-","-","-10.4","93","No"
"322","ANDE","Andersons","58.47","1.12","0.65","199","-40.5","66","88","D+","C","B+","72","0.9","338","No"
"323","ANDG","Andersen Group","22.83","-3.26","-0.77","330","-57.2","73","24","B","A","-","65","-17.01","771","No"
"324","ANEB","Anebulo Pharmaceuticals","1.04","-6.3","-0.07","45","-30.6","27","7","A+","-","D-","17","-69.59","65","No"
"325","ANET","Arista Networks","130.59","4.4","5.5","8562","9.7","99","75","C-","A","D","87","-20.83","7806","No"
"326","ANF","Abercrombie & Fitch","107.62","6.63","6.69","2348","5.8","78","86","A","A","C+","90","-19.78","2221","No"
"327","ANGH","Anghami","3.69","2.22","0.08","13","-98.6","1","18","E","D","B-","8","-52.08","991","No"
"328","ANGI","Angi","12.67","1.28","0.16","696","-37.4","29","17","A","D","B-","33","-38.79","1113","No"
"329","ANGO","AngioDynamics","11.01","7.62","0.78","1312","114.1","44","44","B+","D","B-","49","-21.3","612","No"
"330","ANGX","Angel Studios","4.35","3.57","0.15","1012","14.1","6","4","D+","D","B-","7","-92.75","887","No"
"331","ANIK","Anika Therapeutics","9.53","-0.1","-0.01","139","-14.2","8","15","A+","D","A-","26","-48.12","162","No"
"332","ANIP","ANI Pharmaceuticals","85.29","0.31","0.26","611","35.6","96","72","A","A","D","97","-14.28","472","No"
"333","ANIX","Anixa Biosciences","3.22","-2.72","-0.09","247","-24.9","34","24","A+","-","C-","33","-40.99","334","No"
"334","ANL","Adlai Nortye ADR","1.68","4.35","0.07","30","-94.1","33","27","A+","E","A-","44","-38.91","523","No"
"335","ANNA","AleAnna Cl A","2.59","3.6","0.09","14","21.8","80","4","D+","-","D","16","-85.85","11","No"
"336","ANNX","Annexon","6.16","-7.78","-0.52","2970","-0.9","8","98","A+","-","A+","75","-9.81","2998","No"
"337","ANPA","Rich Sparkle Holdings","157.89","10.23","14.65","118","31.1","22","99","A-","C","A+","78","2.19","90","No"
"338","ANPDY","Anta Sports Products ADR","262.62","1.09","2.82","1","-12.9","69","22","A-","-","C","-","-21.41","1","No"
"339","ANRO","Alto Neuroscience","17.02","-0.82","-0.14","84","-77","22","99","A+","-","A","78","-18.6","368","No"
"340","ANSC","Agric & Nat Solns Cl A","11.21","0","0","6","-94.1","37","46","C-","-","D","37","-0.09","121","No"
"341","ANTA","Antalpha Platform Holding","9.64","1.15","0.11","0","-87","80","10","D","A","D+","47","-65.24","4","No"
"342","ANTX","AN2 Therapeutics","1.25","-4.58","-0.06","25","-73.3","37","49","A+","-","B","56","-19.35","91","No"
"343","ANVS","Annovis Bio","3.2","0.95","0.03","366","-80.9","44","91","A+","-","B-","65","-41.82","1917","No"
"344","ANY","Sphere 3D","0.31","-2.4","-0.01","285","-37.7","8","3","B+","E","C-","7","-75.16","458","No"
"345","AOMR","Angel Oak Mortgage REIT","9.15","1.22","0.11","63","-45.5","80","38","B-","B","D-","64","-15.9","117","No"
"346","AON","Aon","344.84","-0.34","-1.16","915","-6.1","88","24","E","A","C-","50","-16.5","1005","No"
"347","AORT","Artivion","43.29","1.86","0.79","319","-9.8","99","87","B+","C","B-","94","-10.28","368","No"
"348","AOS","AO Smith","71.99","1.14","0.81","1054","-19.4","79","49","B","B","B-","67","-6.88","1252","No"
"349","AOSL","Alpha & Omega Semicon","22.49","2.23","0.49","298","-20.4","10","14","B+","D","B-","14","-51.79","374","No"
"350","AOUT","American Outdoor Brands","9.93","3.01","0.29","84","0.6","13","49","B+","D","A-","32","-44.55","85","No"
"351","AP","Ampco-Pittsburgh","5.78","-3.67","-0.22","199","-10.5","37","98","A-","D","A+","84","-5.25","223","No"
"352","APA","APA","26.01","-2.55","-0.68","7672","22.8","33","83","C+","A","B","67","-6.17","6249","No"
"353","APAC","StoneBridge Acqn II","9.98","0.1","0.01","5","-87.1","15","38","C-","-","-","28","0","42","No"
"354","APAD","A Paradise Acquisition","10.02","0","0","0","-99.8","50","38","C-","-","D-","37","-1.86","86","No"
"355","APAM","Artisan Ptrs Asset Mgmt","44.43","2.8","1.21","392","-15.3","49","51","B-","A","C+","61","-8.39","466","No"
"356","APD","Air Products & Chemicals","265.98","-0.48","-1.27","1229","-25.2","60","24","C","B","C","38","-22.03","1650","No"
"357","APEI","American Public Education","40.5","4.22","1.64","251","-15.3","70","89","D","C","B+","82","-0.65","285","No"
"358","APELY","Alps Alpine ADR","27.3","0","0","0","0","37","80","A+","-","A+","-","5.76","0","No"
"359","APG","APi Group","42.54","1.21","0.51","2124","-17","93","90","C-","B","B","93","-1.66","2562","No"
"360","APGE","Apogee Therapeutics","80.75","-2.04","-1.68","570","-36.3","5","96","A+","-","A-","70","-4.51","894","No"
"361","APH","Amphenol Cl A","154.22","5.09","7.47","10078","27.6","99","94","A+","A","B+","99","-1.32","7899","No"
"362","API","Agora ADR","4.47","0.22","0.01","450","-3.1","80","83","D","D","B+","68","-36.05","447","No"
"363","APLD","Applied Digital","35.22","-2.44","-0.88","25988","-13.6","33","99","B+","C","A","86","-12.39","30069","No"
"364","APLE","Apple Hospitality REIT","12.43","0.73","0.09","1511","-39.8","63","38","C-","C","B-","42","-22.39","2509","No"
"365","APLM","Apollomics Cl A","20.14","1.61","0.32","2","-93.3","48","97","A+","-","B+","74","-52.18","29","No"
"366","APLS","Apellis Pharmaceuticals","20.53","0.98","0.2","2191","-15.4","44","19","A+","D","D+","42","-34.14","2591","No"
"367","APLT","Applied Therapeutics","0.1","2","0","71155","309.3","25","1","A+","D","E","14","-93.21","17394","No"
"368","APM","Aptorum Group","1.05","-0.94","-0.01","132","70.7","60","13","A+","E","C-","36","-76.51","74","No"
"369","APO","Apollo Global Management","144.15","0.06","0.09","2048","-33.8","88","51","B-","B","D+","73","-17.59","3091","No"
"370","APOG","Apogee Enterprises","36.7","3.26","1.16","235","1.7","54","16","B-","B","D+","29","-37.1","244","No"
"371","APP","AppLovin","606.99","-1.74","-10.77","4156","0.5","80","93","B+","A","C","96","-18.59","4137","No"
"372","APPF","AppFolio","219.67","3.16","6.72","386","70.9","44","21","B+","A","D","47","-32.62","226","No"
"373","APPN","Appian Cl A","29.66","-2.59","-0.79","1471","72.2","80","44","E","D","D-","43","-35.6","854","No"
"374","APPS","Digital Turbine","5.27","0.57","0.03","2497","-24.4","48","88","D","B","D+","56","-36.35","3303","No"
"375","APRE","Aprea Therapeutics","0.89","-0.67","-0.01","26","-63.8","32","5","A+","D","D+","17","-80.77","76","No"
"376","APT","Alpha Pro Tech","4.71","-1.26","-0.06","17","-30.8","30","32","B-","D","C+","33","-24.03","25","No"
"377","APTV","Aptiv","82.61","-0.39","-0.32","2435","8.8","96","80","B+","B","D-","87","-7.11","2239","No"
"378","APUS","Apimeds Pharma US","1.73","4.22","0.07","32","-67.6","2","19","A+","-","C-","17","-57.08","93","No"
"379","APVO","Aptevo Therapeutics","9.03","0.28","0.03","68","-66.6","64","1","A+","-","E","20","-99.5","207","No"
"380","APWC","Asia Pac Wire & Cable","1.68","-0.59","-0.01","7","-48.2","74","26","A-","D","D+","47","-28.21","13","No"
"381","APXT","Apex Treasury Cl A","9.9","0","0","117","-35.7","5","32","C-","-","-","19","-0.6","192","No"
"382","APYX","Apyx Medical","3.89","3.46","0.13","52","-53.5","48","97","B+","E","B-","73","-12.39","115","No"
"383","AQB","AquaBounty Technologies","0.98","-7.43","-0.08","23","-44.6","45","38","A+","-","A-","45","-66.74","43","No"
"384","AQMS","Aqua Metals","6.08","-1.14","-0.07","100","-44.4","44","5","C","E","C","12","-84.57","180","No"
"385","AQN","Algonquin Pwr & Utilities","6.44","0.47","0.03","2809","-44","39","75","D+","C","B+","61","-2.72","5030","No"
"386","AQST","Aquestive Therapeutics","3.34","-5.11","-0.18","4299","9.8","7","14","A+","-","D-","10","-55.76","3915","No"
"387","AR","Antero Resources","31.78","-0.5","-0.16","7105","34.1","80","20","D+","C","D-","47","-27.8","5298","No"
"388","ARAI","Arrive AI","2.58","-5.49","-0.15","522","313.7","2","2","A-","-","C","8","-93.55","126","No"
"389","ARAY","Accuray","0.87","3.29","0.03","600","-46.8","5","5","A-","D","E","4","-70.56","1130","No"
"390","ARBB","ARB IOT Group","5.96","-2.3","-0.14","29","-68.7","9","14","D+","D","C-","9","-67.96","94","No"
"391","ARBE","Arbe Robotics","1.19","-7.75","-0.1","4367","22.7","35","8","B+","E","C-","17","-64.69","3560","No"
"392","ARBK","Argo Blockchain ADR","4.54","-3.4","-0.16","42","-71.6","61","1","D+","E","D+","5","-97.79","148","No"
"393","ARCB","ArcBest","91.49","1.76","1.58","342","-7.3","31","78","B+","D","B","56","-11.3","373","No"
"394","ARCC","Ares Capital","20.99","0.53","0.11","4320","-3.5","49","32","B-","B","E","35","-11.95","4479","No"
"395","ARCO","Arcos Dorados Holdings A","7.59","-0.65","-0.05","1193","14","55","46","A-","B","B","65","-10.92","1047","No"
